p n T PI-Ref PI-Int PI-Der  
4-2 32768 0.334306 3.1415926536 3.1415926536 -6.84341472378947E-13 4096 7.73E-02
2-2 32768 0.622882 3.1415926536 3.1415926536 1.34203759216689E-12 4096 9.97E-02
1-2 32768 1.219963 3.1415926536 3.1415926536 -1.73105973999554E-12 4096 1.70E-01
1-1 32768 2.39891 3.1415926536 3.1415926536 -1.43485223702555E-12 4096 0.317556
