p n T PI-Ref PI-Int PI-Der  
4-2 32768 0.181576 3.1415926536 3.1415926536 -1.77635683940025E-15 4096 5.77E-02
2-2 32768 0.308725 3.1415926536 3.1415926536 -6.21724893790088E-15 4096 6.18E-02
1-2 32768 0.600508 3.1415926536 3.1415926536 0 4096 9.28E-02
1-1 32768 1.159741 3.1415926536 3.1415926536 1.06581410364015E-14 4096 0.161649
